p,a00,a01,a02,a03,a10,a11,a12,a13,a20,a21,a22,a23,a30,a31,a32,a33,CM,q
827,1/2,0,3/2,1,0,1/12,13/6,7/4,0,0,3,0,0,0,0,2,CM,
827,1/2,0,1/2,3,0,1/12,1/2,53/12,0,0,1,0,0,0,0,6,CM,
827,1/2,0,1/2,3,0,1/12,1/2,37/12,0,0,1,0,0,0,0,6,CM,
827,1/2,0,1/2,3,0,1/20,3/10,149/20,0,0,1,6,0,0,0,10,CM,
827,1/2,0,1/2,7,0,1/20,3/10,101/20,0,0,1,4,0,0,0,10,CM,
827,1/2,0,1/2,1,0,1/28,5/14,317/28,0,0,1,2,0,0,0,14,CM,
827,1/2,0,1/2,9,0,1/28,1/14,269/28,0,0,1,4,0,0,0,14,CM,
827,1/2,0,1/2,1,0,1/28,9/14,229/28,0,0,1,2,0,0,0,14,CM,
827,1/2,0,1/2,5,0,1/28,1/14,221/28,0,0,1,10,0,0,0,14,CM,
827,1/2,0,1/2,3,0,1/44,5/22,277/44,0,0,1,6,0,0,0,22,CM,
827,1/2,0,11/2,1,0,1/44,167/22,7/4,0,0,11,0,0,0,0,2,CM,
827,1/2,0,1/2,11,0,1/44,1/2,213/44,0,0,1,0,0,0,0,22,CM,
827,1/2,0,1/2,1,0,1/44,1/22,549/44,0,0,1,2,0,0,0,22,CM,
827,1/2,0,1/2,11,0,1/44,1/2,29/44,0,0,1,0,0,0,0,22,CM,
827,1/2,0,1/2,33,0,1/132,1/2,4085/132,0,0,1,0,0,0,0,66,CM,
827,1/2,0,1/2,99,0,1/308,3/14,30221/308,0,0,1,44,0,0,0,154,CM,
827,1/2,0,1/2,0,0,1/18,0,91/18,0,0,1,0,0,0,0,9,CM,
827,1/2,0,1/2,12,0,1/30,4/5,19/30,0,0,1,9,0,0,0,15,CM,
827,1/2,0,1/2,12,0,1/66,7/11,991/66,0,0,1,24,0,0,0,33,CM,
827,1/2,0,3/2,2,0,1/18,23/9,17/6,0,0,3,1,0,0,0,3,CM,
827,1/2,0,9/2,0,0,1/18,5/9,1/2,0,0,9,0,0,0,0,1,CM,
827,1/2,0,3/2,6,0,1/42,41/21,55/14,0,0,3,5,0,0,0,7,CM,
827,1/2,0,3/2,4,0,1/42,23/21,3/14,0,0,3,1,0,0,0,7,CM,
827,1/2,0,3/2,9,0,1/66,50/33,47/22,0,0,3,7,0,0,0,11,CM,
827,1/2,0,1/2,17,0,1/50,7/25,179/50,0,0,1,9,0,0,0,25,CM,
827,1/2,0,1/2,12,0,1/50,17/25,759/50,0,0,1,24,0,0,0,25,CM,
827,1/2,0,1/2,27,0,1/70,2/35,289/70,0,0,1,19,0,0,0,35,CM,
827,1/2,0,1/2,12,0,1/110,12/55,1319/110,0,0,1,24,0,0,0,55,CM,
827,1/2,0,1/2,65,0,1/154,1/77,661/154,0,0,1,53,0,0,0,77,CM,
827,1/2,0,1/2,41,0,1/154,61/77,5535/154,0,0,1,5,0,0,0,77,CM,
829,1,0,0,0,0,1,0,0,1/2,-1/4,0,1/4,-1/2,1/2,-1/2,0,CM,
829,1/2,0,1/2,1/2,0,1/8,3/4,5/8,0,0,1,1,0,0,0,2,CM,
829,1/2,0,3/2,1/2,0,1/12,7/6,3/4,0,0,3,0,0,0,0,1,CM,
829,1/2,0,1/2,7/2,0,1/20,9/10,13/20,0,0,1,2,0,0,0,5,CM,
829,1/2,0,1/2,5/2,0,1/20,1/2,41/20,0,0,1,0,0,0,0,5,CM,
829,1/2,0,1/2,5/2,0,1/20,1/2,9/20,0,0,1,0,0,0,0,5,CM,
829,1/2,0,1/2,7/2,0,1/20,1/10,77/20,0,0,1,2,0,0,0,5,CM,
829,1/2,0,1/2,7/2,0,1/28,1/2,73/28,0,0,1,0,0,0,0,7,CM,
829,1/2,0,7/2,1/2,0,1/28,71/14,3/4,0,0,7,0,0,0,0,1,CM,
829,1/2,0,1/2,5/2,0,1/28,9/14,85/28,0,0,1,5,0,0,0,7,CM,
829,1/2,0,1/2,7/2,0,1/28,1/2,25/28,0,0,1,0,0,0,0,7,CM,
829,1/2,0,1/2,5/2,0,1/28,5/14,153/28,0,0,1,5,0,0,0,7,CM,
829,1/2,0,1/2,19/2,0,1/44,3/22,89/44,0,0,1,8,0,0,0,11,CM,
829,1/2,0,1/2,5/2,0,1/44,7/22,421/44,0,0,1,5,0,0,0,11,CM,
829,1/2,0,11/2,1/2,0,1/44,141/22,3/4,0,0,11,0,0,0,0,1,CM,
829,1/2,0,1/2,5/2,0,1/44,15/22,41/44,0,0,1,5,0,0,0,11,CM,
829,1/2,0,1/2,3/2,0,1/44,3/22,153/44,0,0,1,3,0,0,0,11,CM,
829,1/2,0,1/2,1/2,0,1/16,3/8,37/16,0,0,1,1,0,0,0,4,CM,
829,1/2,0,1/2,5/2,0,1/16,7/8,61/16,0,0,1,1,0,0,0,4,CM,
829,1/2,0,3/2,3/2,0,1/24,7/12,15/8,0,0,3,1,0,0,0,2,CM,
829,1/2,0,3/2,3/2,0,1/24,11/12,7/8,0,0,3,1,0,0,0,2,CM,
829,1/2,0,1/2,17/2,0,1/40,19/20,53/40,0,0,1,7,0,0,0,10,CM,
829,1/2,0,1/2,5/2,0,1/40,3/4,141/40,0,0,1,5,0,0,0,10,CM,
829,1/2,0,1/2,13/2,0,1/40,11/20,133/40,0,0,1,3,0,0,0,10,CM,
829,1/2,0,1/2,13/2,0,1/40,19/20,197/40,0,0,1,3,0,0,0,10,CM,
829,1/2,0,1/2,9/2,0,1/56,23/28,461/56,0,0,1,9,0,0,0,14,CM,
829,1/2,0,7/2,3/2,0,1/56,71/28,11/8,0,0,7,1,0,0,0,2,CM,
829,1/2,0,1/2,21/2,0,1/56,1/4,269/56,0,0,1,7,0,0,0,14,CM,
829,1/2,0,1/2,21/2,0,1/56,1/4,221/56,0,0,1,7,0,0,0,14,CM,
829,1/2,0,1/2,5/2,0,1/56,19/28,293/56,0,0,1,5,0,0,0,14,CM,
829,1/2,0,1/2,9/2,0,1/56,19/28,197/56,0,0,1,9,0,0,0,14,CM,
829,1/2,0,1/2,17/2,0,1/88,15/44,685/88,0,0,1,17,0,0,0,22,CM,
829,1/2,0,1/2,17/2,0,1/88,7/44,1757/88,0,0,1,17,0,0,0,22,CM,
829,1/2,0,11/2,3/2,0,1/88,343/44,7/8,0,0,11,1,0,0,0,2,CM,
829,1/2,0,3/2,5/2,0,1/36,25/18,31/12,0,0,3,2,0,0,0,3,CM,
829,1/2,0,3/2,1/2,0,1/36,25/18,23/12,0,0,3,1,0,0,0,3,CM,
829,1/2,0,3/2,7/2,0,1/84,1/6,139/28,0,0,3,0,0,0,0,7,CM,
829,1/2,0,3/2,13/2,0,1/132,151/66,227/44,0,0,3,2,0,0,0,11,CM,
829,1/2,0,7/2,9/2,0,1/140,169/70,79/20,0,0,7,4,0,0,0,5,CM,
829,1/2,0,1/2,17/2,0,1/220,59/110,1213/220,0,0,1,17,0,0,0,55,CM,
839,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
839,1/2,0,1/2,0,0,1/4,0,3/4,0,0,1,0,0,0,0,2,CM,
839,1/2,0,3/2,0,0,1/6,1/3,1/2,0,0,3,0,0,0,0,1,CM,
839,1/2,0,1/2,0,0,1/6,0,11/6,0,0,1,0,0,0,0,3,CM,
839,1/2,0,1/2,0,0,1/10,0,21/10,0,0,1,0,0,0,0,5,CM,
839,1/2,0,5/2,0,0,1/10,23/5,1/2,0,0,5,0,0,0,0,1,CM,
839,1/2,0,1/2,3,0,1/14,6/7,33/14,0,0,1,6,0,0,0,7,CM,
839,1/2,0,1/2,0,0,1/14,0,69/14,0,0,1,0,0,0,0,7,CM,
839,1/2,0,7/2,0,0,1/14,39/7,1/2,0,0,7,0,0,0,0,1,CM,
839,1/2,0,1/2,5,0,1/22,4/11,173/22,0,0,1,10,0,0,0,11,CM,
839,1/2,0,1/2,9,0,1/22,10/11,203/22,0,0,1,7,0,0,0,11,CM,
839,1/2,0,1/2,4,0,1/22,3/11,79/22,0,0,1,8,0,0,0,11,CM,
839,1/2,0,1/2,0,0,1/8,0,3/8,0,0,1,0,0,0,0,4,CM,
839,1/2,0,1/2,2,0,1/8,1/2,11/8,0,0,1,0,0,0,0,4,CM,
839,1/2,0,1/2,0,0,1/12,0,11/12,0,0,1,0,0,0,0,6,CM,
839,1/2,0,3/2,0,0,1/12,4/3,1/4,0,0,3,0,0,0,0,2,CM,
839,1/2,0,1/2,0,0,1/12,0,43/12,0,0,1,0,0,0,0,6,CM,
839,1/2,0,5/2,0,0,1/20,24/5,7/4,0,0,5,0,0,0,0,2,CM,
839,1/2,0,1/2,0,0,1/20,0,179/20,0,0,1,0,0,0,0,10,CM,
839,1/2,0,1/2,0,0,1/20,0,171/20,0,0,1,0,0,0,0,10,CM,
839,1/2,0,1/2,10,0,1/28,3/7,131/28,0,0,1,6,0,0,0,14,CM,
839,1/2,0,7/2,0,0,1/28,5/7,5/4,0,0,7,0,0,0,0,2,CM,
839,1/2,0,1/2,0,0,1/28,0,363/28,0,0,1,0,0,0,0,14,CM,
839,1/2,0,1/2,4,0,1/28,3/7,163/28,0,0,1,8,0,0,0,14,CM,
839,1/2,0,1/2,0,0,1/28,0,323/28,0,0,1,0,0,0,0,14,CM,
839,1/2,0,1/2,2,0,1/44,5/11,523/44,0,0,1,4,0,0,0,22,CM,
839,1/2,0,1/2,4,0,1/44,7/11,739/44,0,0,1,8,0,0,0,22,CM,
839,1/2,0,1/2,6,0,1/44,2/11,795/44,0,0,1,12,0,0,0,22,CM,
839,1/2,0,1/2,16,0,1/44,2/11,899/44,0,0,1,10,0,0,0,22,CM,
839,1/2,0,1/2,2,0,1/44,6/11,379/44,0,0,1,4,0,0,0,22,CM,
839,1/2,0,3/2,2,0,1/18,1/9,13/6,0,0,3,1,0,0,0,3,CM,
839,1/2,0,9/2,0,0,1/18,19/9,1/2,0,0,9,0,0,0,0,1,CM,
839,1/2,0,15/2,0,0,1/30,73/15,1/2,0,0,15,0,0,0,0,1,CM,
839,1/2,0,21/2,0,0,1/42,235/21,1/2,0,0,21,0,0,0,0,1,CM,
839,1/2,0,21/2,0,0,1/42,10/21,1/2,0,0,21,0,0,0,0,1,CM,
839,1/2,0,3/2,1,0,1/66,19/33,91/22,0,0,3,2,0,0,0,11,CM,
839,1/2,0,105/2,0,0,1/210,7948/105,1/2,0,0,105,0,0,0,0,1,CM,
839,1/2,0,21/2,6,0,1/462,2215/231,201/22,0,0,21,1,0,0,0,11,CM,
839,1/2,0,21/2,4,0,1/462,1774/231,145/22,0,0,21,8,0,0,0,11,CM,
839,1/2,0,1/2,0,0,1/18,0,119/18,0,0,1,0,0,0,0,9,CM,
839,1/2,0,1/2,0,0,1/30,0,371/30,0,0,1,0,0,0,0,15,CM,
839,1/2,0,5/2,0,0,1/30,9/5,13/6,0,0,5,0,0,0,0,3,CM,
839,1/2,0,1/2,0,0,1/42,0,29/42,0,0,1,0,0,0,0,21,CM,
839,1/2,0,1/2,0,0,1/50,0,21/50,0,0,1,0,0,0,0,25,CM,
839,1/2,0,1/2,35,0,1/110,9/11,2821/110,0,0,1,15,0,0,0,55,CM,
839,1/2,0,5/2,1,0,1/70,148/35,69/14,0,0,5,2,0,0,0,7,CM,
839,1/2,0,35/2,0,0,1/70,823/35,1/2,0,0,35,0,0,0,0,1,CM,
839,1/2,0,5/2,8,0,1/110,73/55,17/22,0,0,5,5,0,0,0,11,CM,
839,1/2,0,1/2,73,0,1/154,41/77,11233/154,0,0,1,69,0,0,0,77,CM,
839,1/2,0,1/2,49,0,1/154,10/11,1735/154,0,0,1,21,0,0,0,77,CM,
839,1/2,0,49/2,0,0,1/98,284/49,1/2,0,0,49,0,0,0,0,1,CM,
839,1/2,0,1/2,108,0,1/242,65/121,17187/242,0,0,1,95,0,0,0,121,CM,
853,1,0,0,0,0,1,0,0,1/2,-1/4,0,1/4,-1/2,1/2,-1/2,0,CM,
853,1/2,0,1/2,1/2,0,1/8,3/4,9/8,0,0,1,1,0,0,0,2,CM,
853,1/2,0,3/2,1/2,0,1/12,5/6,3/4,0,0,3,0,0,0,0,1,CM,
853,1/2,0,5/2,1/2,0,1/20,27/10,1/4,0,0,5,0,0,0,0,1,CM,
853,1/2,0,1/2,1/2,0,1/20,9/10,61/20,0,0,1,1,0,0,0,5,CM,
853,1/2,0,1/2,9/2,0,1/20,9/10,89/20,0,0,1,4,0,0,0,5,CM,
853,1/2,0,1/2,9/2,0,1/28,3/14,149/28,0,0,1,2,0,0,0,7,CM,
853,1/2,0,7/2,1/2,0,1/28,33/14,3/4,0,0,7,0,0,0,0,1,CM,
853,1/2,0,1/2,7/2,0,1/28,1/2,85/28,0,0,1,0,0,0,0,7,CM,
853,1/2,0,1/2,9/2,0,1/28,11/14,5/28,0,0,1,2,0,0,0,7,CM,
853,1/2,0,1/2,7/2,0,1/28,1/2,13/28,0,0,1,0,0,0,0,7,CM,
853,1/2,0,1/2,21/2,0,1/44,17/22,17/44,0,0,1,10,0,0,0,11,CM,
853,1/2,0,1/2,21/2,0,1/44,5/22,181/44,0,0,1,10,0,0,0,11,CM,
853,1/2,0,1/2,9/2,0,1/44,9/22,373/44,0,0,1,9,0,0,0,11,CM,
853,1/2,0,1/2,11/2,0,1/44,1/2,25/44,0,0,1,0,0,0,0,11,CM,
853,1/2,0,1/2,13/2,0,1/44,9/22,353/44,0,0,1,2,0,0,0,11,CM,
853,1/2,0,1/2,11/2,0,1/44,1/2,217/44,0,0,1,0,0,0,0,11,CM,
853,1/2,0,1/2,5/2,0,1/16,3/8,25/16,0,0,1,1,0,0,0,4,CM,
853,1/2,0,1/2,1/2,0,1/16,7/8,17/16,0,0,1,1,0,0,0,4,CM,
853,1/2,0,3/2,3/2,0,1/24,31/12,11/8,0,0,3,1,0,0,0,2,CM,
853,1/2,0,3/2,3/2,0,1/24,23/12,11/8,0,0,3,1,0,0,0,2,CM,
853,1/2,0,1/2,1/2,0,1/40,19/20,281/40,0,0,1,1,0,0,0,10,CM,
853,1/2,0,1/2,9/2,0,1/40,19/20,169/40,0,0,1,9,0,0,0,10,CM,
853,1/2,0,1/2,9/2,0,1/40,11/20,121/40,0,0,1,9,0,0,0,10,CM,
853,1/2,0,5/2,1/2,0,1/40,27/20,5/8,0,0,5,1,0,0,0,2,CM,
853,1/2,0,7/2,3/2,0,1/56,131/28,15/8,0,0,7,1,0,0,0,2,CM,
853,1/2,0,7/2,3/2,0,1/56,163/28,15/8,0,0,7,1,0,0,0,2,CM,
853,1/2,0,1/2,5/2,0,1/56,11/28,681/56,0,0,1,5,0,0,0,14,CM,
853,1/2,0,1/2,21/2,0,1/56,1/4,209/56,0,0,1,7,0,0,0,14,CM,
853,1/2,0,1/2,5/2,0,1/56,3/28,537/56,0,0,1,5,0,0,0,14,CM,
853,1/2,0,1/2,13/2,0,1/88,31/44,1409/88,0,0,1,13,0,0,0,22,CM,
853,1/2,0,1/2,21/2,0,1/88,27/44,137/88,0,0,1,21,0,0,0,22,CM,
853,1/2,0,3/2,1/2,0,1/36,5/18,31/12,0,0,3,1,0,0,0,3,CM,
853,1/2,0,3/2,3/2,0,1/60,59/30,87/20,0,0,3,3,0,0,0,5,CM,
853,1/2,0,3/2,3/2,0,1/60,41/30,63/20,0,0,3,3,0,0,0,5,CM,
853,1/2,0,21/2,1/2,0,1/84,653/42,1/4,0,0,21,0,0,0,0,1,CM,
853,1/2,0,1/2,21/2,0,1/100,29/50,2401/100,0,0,1,21,0,0,0,25,CM,
853,1/2,0,1/2,41/2,0,1/100,39/50,1521/100,0,0,1,16,0,0,0,25,CM,
857,1,0,0,0,1/2,1/2,0,0,1/2,1/6,1/2,1/6,-1/2,1/6,0,-1/3,CM,3
857,1/2,0,0,1/2,0,1/6,1/2,2/3,0,0,1,0,0,0,0,1,CM,3
857,1/2,1/18,1/3,5/9,0,1/9,1/6,11/18,0,0,1/2,1/2,0,0,0,3,CM,3
857,1/2,1/30,13/10,5/6,0,1/15,1/10,1/6,0,0,5/2,1/2,0,0,0,1,CM,3
857,1/2,1/42,0,5/21,0,1/21,0,10/21,0,0,1/2,7/2,0,0,0,7,CM,3
857,1/2,1/42,5/14,103/42,0,1/21,3/14,227/42,0,0,1/2,13/2,0,0,0,7,CM,3
857,1/2,1/66,5/22,577/66,0,1/33,5/11,214/33,0,0,1/2,21/2,0,0,0,11,CM,3
857,1/2,1/66,1/22,481/66,0,1/33,1/11,118/33,0,0,1/2,15/2,0,0,0,11,CM,3
857,1/2,1/66,0,269/33,0,1/33,0,175/33,0,0,1/2,11/2,0,0,0,11,CM,3
857,1/2,0,1,1/2,0,1/12,7/4,5/6,0,0,2,0,0,0,0,1,CM,3
857,1/2,0,0,3/2,0,1/18,1/6,14/9,0,0,1,2,0,0,0,3,CM,3
857,1/2,0,0,3/2,0,1/18,1/2,26/9,0,0,1,0,0,0,0,3,CM,3
857,1/2,0,0,1/2,0,1/30,37/10,1/3,0,0,5,0,0,0,0,1,CM,3
857,1/2,0,0,5/2,0,1/30,1/10,26/15,0,0,1,2,0,0,0,5,CM,3
857,1/2,0,0,5/2,0,1/30,1/10,74/15,0,0,1,3,0,0,0,5,CM,3
857,1/2,0,0,7/2,0,1/42,9/14,50/21,0,0,1,6,0,0,0,7,CM,3
857,1/2,0,0,7/2,0,1/42,1/2,5/21,0,0,1,0,0,0,0,7,CM,3
857,1/2,0,0,7/2,0,1/42,9/14,146/21,0,0,1,1,0,0,0,7,CM,3
857,1/2,0,0,7/2,0,1/42,1/2,44/21,0,0,1,0,0,0,0,7,CM,3
857,1/2,0,0,11/2,0,1/66,1/22,59/33,0,0,1,4,0,0,0,11,CM,3
857,1/2,0,0,11/2,0,1/66,1/2,269/33,0,0,1,0,0,0,0,11,CM,3
857,1/2,0,0,1/2,0,1/66,123/22,1/3,0,0,11,0,0,0,0,1,CM,3
857,1/2,0,0,11/2,0,1/66,17/22,344/33,0,0,1,10,0,0,0,11,CM,3
857,1/2,0,0,11/2,0,1/66,1/2,215/33,0,0,1,0,0,0,0,11,CM,3
857,1/2,0,0,11/2,0,1/66,17/22,140/33,0,0,1,1,0,0,0,11,CM,3
857,1/2,1/54,4/9,41/27,0,1/27,7/18,137/54,0,0,1/2,1/2,0,0,0,9,CM,3
857,1/2,1/54,1/9,5/27,0,1/27,2/9,10/27,0,0,1/2,7/2,0,0,0,9,CM,3
857,1/2,1/90,11/30,37/90,0,1/45,7/30,1109/90,0,0,1/2,7/2,0,0,0,15,CM,3
857,1/2,1/126,1/3,887/63,0,1/63,1/6,461/126,0,0,1/2,7/2,0,0,0,21,CM,3
857,1/2,1/126,5/42,397/126,0,1/63,5/21,397/63,0,0,1/2,13/2,0,0,0,21,CM,3
857,1/2,1/198,23/66,3853/198,0,1/99,13/66,479/198,0,0,1/2,7/2,0,0,0,33,CM,3
857,1/2,1/198,5/66,4933/198,0,1/99,5/33,1666/99,0,0,1/2,43/2,0,0,0,33,CM,3
857,1/2,1/198,17/66,5725/198,0,1/99,1/66,4817/198,0,0,1/2,1/2,0,0,0,33,CM,3
857,1/2,1/150,44/25,13/15,0,1/75,51/50,97/30,0,0,5/2,7/2,0,0,0,5,CM,3
857,1/2,1/150,63/50,77/30,0,1/75,1/50,139/30,0,0,5/2,1/2,0,0,0,5,CM,3
857,1/2,1/210,69/35,10/21,0,1/105,101/70,229/42,0,0,5/2,5/2,0,0,0,7,CM,3
857,1/2,1/330,94/55,151/33,0,1/165,101/110,175/66,0,0,5/2,13/2,0,0,0,11,CM,3
857,1/2,1/330,4/5,199/33,0,1/165,8/5,35/33,0,0,5/2,11/2,0,0,0,11,CM,3
857,1/2,1/294,0,1769/147,0,1/147,0,3538/147,0,0,1/2,49/2,0,0,0,49,CM,3
857,1/2,1/462,4/11,7355/231,0,1/231,5/22,27803/462,0,0,1/2,7/2,0,0,0,77,CM,3
857,1/2,1/462,61/154,32863/462,0,1/231,45/154,30383/462,0,0,1/2,153/2,0,0,0,77,CM,3
857,1/2,1/462,6/77,14153/231,0,1/231,12/77,10519/231,0,0,1/2,139/2,0,0,0,77,CM,3
857,1/2,1/726,52/121,36440/363,0,1/363,87/242,10361/726,0,0,1/2,131/2,0,0,0,121,CM,3
857,1/2,0,1,9/2,0,1/132,39/44,311/66,0,0,2,9,0,0,0,11,CM,3
859,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
859,1/2,0,1/2,1,0,1/4,1/2,5/4,0,0,1,0,0,0,0,2,CM,
859,1/2,0,1/2,1,0,1/6,2/3,7/6,0,0,1,2,0,0,0,3,CM,
859,1/2,0,1/2,0,0,1/10,0,31/10,0,0,1,0,0,0,0,5,CM,
859,1/2,0,5/2,0,0,1/10,3/5,1/2,0,0,5,0,0,0,0,1,CM,
859,1/2,0,1/2,4,0,1/14,2/7,45/14,0,0,1,1,0,0,0,7,CM,
859,1/2,0,7/2,0,0,1/14,29/7,1/2,0,0,7,0,0,0,0,1,CM,
859,1/2,0,1/2,0,0,1/14,0,89/14,0,0,1,0,0,0,0,7,CM,
859,1/2,0,1/2,6,0,1/2,2/11,29/22,0,0,1,1,0,0,0,11,CM,
859,1/2,0,1/2,7,0,1/2,7/11,153/22,0,0,1,3,0,0,0,11,CM,
859,1/2,0,1/2,2,0,1/2,6/11,41/22,0,0,1,4,0,0,0,11,CM,
859,1/2,0,1/2,3,0,1/8,1/4,13/8,0,0,1,2,0,0,0,4,CM,
859,1/2,0,1/2,5,0,1/12,1/6,13/12,0,0,1,4,0,0,0,6,CM,
859,1/2,0,1/2,5,0,1/12,5/6,53/12,0,0,1,4,0,0,0,6,CM,
859,1/2,0,5/2,1,0,1/20,3/10,1/4,0,0,5,0,0,0,0,2,CM,
859,1/2,0,1/2,5,0,1/20,1/2,181/20,0,0,1,0,0,0,0,10,CM,
859,1/2,0,1/2,5,0,1/20,1/2,69/20,0,0,1,0,0,0,0,10,CM,
859,1/2,0,1/2,7,0,1/28,1/2,205/28,0,0,1,0,0,0,0,14,CM,
859,1/2,0,1/2,3,0,1/28,9/14,333/28,0,0,1,6,0,0,0,14,CM,
859,1/2,0,1/2,11,0,1/28,9/14,157/28,0,0,1,8,0,0,0,14,CM,
859,1/2,0,7/2,1,0,1/28,69/14,3/4,0,0,7,0,0,0,0,2,CM,
859,1/2,0,1/2,7,0,1/28,1/2,285/28,0,0,1,0,0,0,0,14,CM,
859,1/2,0,1/2,15,0,1/44,15/22,21/44,0,0,1,8,0,0,0,22,CM,
859,1/2,0,1/2,7,0,1/44,15/22,221/44,0,0,1,14,0,0,0,22,CM,
859,1/2,0,1/2,5,0,1/44,13/22,917/44,0,0,1,10,0,0,0,22,CM,
859,1/2,0,1/2,9,0,1/44,5/22,437/44,0,0,1,18,0,0,0,22,CM,
859,1/2,0,1/2,1,0,1/18,2/9,115/18,0,0,1,2,0,0,0,9,CM,
859,1/2,0,1/2,7,0,1/18,8/9,157/18,0,0,1,5,0,0,0,9,CM,
859,1/2,0,1/2,4,0,1/18,5/9,91/18,0,0,1,8,0,0,0,9,CM,
859,1/2,0,1/2,10,0,1/30,1/3,19/30,0,0,1,5,0,0,0,15,CM,
859,1/2,0,5/2,2,0,1/30,47/15,5/6,0,0,5,1,0,0,0,3,CM,
859,1/2,0,5/2,2,0,1/30,53/15,17/6,0,0,5,1,0,0,0,3,CM,
859,1/2,0,1/2,10,0,1/42,2/21,151/42,0,0,1,20,0,0,0,21,CM,
859,1/2,0,7/2,1,0,1/42,29/21,1/6,0,0,7,2,0,0,0,3,CM,
859,1/2,0,1/2,16,0,1/66,2/33,2149/66,0,0,1,32,0,0,0,33,CM,
859,1/2,0,1/2,13,0,1/66,17/33,2065/66,0,0,1,26,0,0,0,33,CM,
859,1/2,0,1/2,16,0,1/66,20/33,1195/66,0,0,1,32,0,0,0,33,CM,
859,1/2,0,1/2,7,0,1/66,26/33,1255/66,0,0,1,14,0,0,0,33,CM,
859,1/2,0,1/2,0,0,1/50,0,281/50,0,0,1,0,0,0,0,25,CM,
859,1/2,0,5/2,1,0,1/70,103/35,65/14,0,0,5,2,0,0,0,7,CM,
859,1/2,0,1/2,4,0,1/154,37/77,9327/154,0,0,1,8,0,0,0,77,CM,
859,1/2,0,7/2,1,0,1/98,274/49,41/14,0,0,7,2,0,0,0,7,CM,
859,1/2,0,1/2,101,0,1/242,61/121,15001/242,0,0,1,81,0,0,0,121,CM,
863,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
863,1/2,0,1/2,0,0,1/4,0,7/4,0,0,1,0,0,0,0,2,CM,
863,1/2,0,3/2,0,0,1/6,4/3,1/2,0,0,3,0,0,0,0,1,CM,
863,1/2,0,1/2,0,0,1/6,0,1/6,0,0,1,0,0,0,0,3,CM,
863,1/2,0,1/2,2,0,1/10,1/5,37/10,0,0,1,4,0,0,0,5,CM,
863,1/2,0,1/2,6,0,1/14,3/7,17/14,0,0,1,5,0,0,0,7,CM,
863,1/2,0,1/2,2,0,1/14,5/7,15/14,0,0,1,4,0,0,0,7,CM,
863,1/2,0,1/2,9,0,1/2,7/11,31/22,0,0,1,7,0,0,0,11,CM,
863,1/2,0,1/2,6,0,1/2,6/11,219/22,0,0,1,1,0,0,0,11,CM,
863,1/2,0,1/2,4,0,1/2,10/11,47/22,0,0,1,8,0,0,0,11,CM,
863,1/2,0,1/2,0,0,1/8,0,15/8,0,0,1,0,0,0,0,4,CM,
863,1/2,0,1/2,2,0,1/8,1/2,23/8,0,0,1,0,0,0,0,4,CM,
863,1/2,0,1/2,0,0,1/12,0,55/12,0,0,1,0,0,0,0,6,CM,
863,1/2,0,3/2,0,0,1/12,2/3,5/4,0,0,3,0,0,0,0,2,CM,
863,1/2,0,1/2,0,0,1/12,0,71/12,0,0,1,0,0,0,0,6,CM,
863,1/2,0,1/2,2,0,1/20,3/5,127/20,0,0,1,4,0,0,0,10,CM,
863,1/2,0,1/2,2,0,1/20,2/5,103/20,0,0,1,4,0,0,0,10,CM,
863,1/2,0,1/2,8,0,1/28,2/7,143/28,0,0,1,2,0,0,0,14,CM,
863,1/2,0,1/2,12,0,1/28,1/7,351/28,0,0,1,10,0,0,0,14,CM,
863,1/2,0,1/2,6,0,1/28,2/7,151/28,0,0,1,12,0,0,0,14,CM,
863,1/2,0,1/2,2,0,1/28,1/7,335/28,0,0,1,4,0,0,0,14,CM,
863,1/2,0,1/2,16,0,1/44,3/11,23/44,0,0,1,10,0,0,0,22,CM,
863,1/2,0,1/2,20,0,1/44,2/11,607/44,0,0,1,18,0,0,0,22,CM,
863,1/2,0,1/2,6,0,1/44,3/11,703/44,0,0,1,12,0,0,0,22,CM,
863,1/2,0,1/2,18,0,1/44,6/11,663/44,0,0,1,14,0,0,0,22,CM,
863,1/2,0,9/2,0,0,1/18,67/9,1/2,0,0,9,0,0,0,0,1,CM,
863,1/2,0,3/2,2,0,1/18,22/9,13/6,0,0,3,1,0,0,0,3,CM,
863,1/2,0,3/2,4,0,1/30,31/15,41/10,0,0,3,3,0,0,0,5,CM,
863,1/2,0,3/2,6,0,1/42,40/21,33/14,0,0,3,5,0,0,0,7,CM,
863,1/2,0,3/2,1,0,1/42,58/21,33/14,0,0,3,2,0,0,0,7,CM,
863,1/2,0,3/2,4,0,1/42,31/21,1/14,0,0,3,1,0,0,0,7,CM,
863,1/2,0,3/2,1,0,1/66,76/33,45/22,0,0,3,2,0,0,0,11,CM,
863,1/2,0,1/2,0,0,1/18,0,109/18,0,0,1,0,0,0,0,9,CM,
863,1/2,0,1/2,6,0,1/18,1/3,91/18,0,0,1,3,0,0,0,9,CM,
863,1/2,0,1/2,3,0,1/30,3/5,307/30,0,0,1,6,0,0,0,15,CM,
